usf0001_RCC_L1_MS_M.jpg,5,4,4,5,5,5,4,5,5,6,6,5,5,6,6,7,5,6,6,7,7,5,6,7,7,7,4,5,5,6,6,5,6,6,7,7,5,6,8,8,8,6,7,8,9,10,6,7,8,10,10,5,5,6,6,7,5,6,8,8,8,6,8,10,11,11,6,8,11,14,14,7,8,11,14,15,5,6,6,7,7,6,7,8,9,10,6,8,11,14,14,7,9,14,32,24,7,10,14,24,31,5,6,7,7,7,6,7,8,10,10,7,8,11,14,15,7,10,14,24,31,7,10,15,31,255
usf0004_RCC_L1_MS_M.jpg,5,15,12,10,10,10,12,11,11,11,11,10,11,12,12,12,10,11,12,13,12,10,11,12,12,12,12,11,11,11,11,11,12,13,13,13,11,13,14,15,15,11,13,15,17,17,11,13,15,17,17,10,11,12,12,12,11,13,14,15,15,12,14,18,20,20,12,15,20,26,25,12,15,20,25,25,10,11,12,13,12,11,13,15,17,17,12,15,20,26,25,13,17,26,74,43,12,17,25,43,45,10,11,12,12,12,11,13,15,17,17,12,15,20,25,25,12,17,25,43,45,12,17,25,45,255
usf0006_RMLO_L1_MS_M.jpg,5,21,24,25,25,24,24,27,30,30,28,25,30,34,34,31,25,30,34,35,32,24,28,31,32,31,24,27,30,30,28,27,34,40,39,35,30,40,51,48,41,30,39,48,49,44,28,35,41,44,41,25,30,34,34,31,30,40,51,48,41,34,51,215,72,54,34,48,72,80,64,31,41,54,64,58,25,30,34,35,32,30,39,48,49,44,34,48,72,80,64,35,49,80,255,101,32,44,64,101,93,24,28,31,32,31,28,35,41,44,41,31,41,54,64,58,32,44,64,101,93,31,41,58,93,170
usf0007_RMLO_L1_CL_B.jpg,4,15,16,18,18,18,16,18,20,21,21,18,20,23,24,24,18,21,24,26,26,18,21,24,26,25,16,18,20,21,21,18,21,24,26,26,20,24,29,32,31,21,26,32,36,35,21,26,31,35,35,18,20,23,24,24,20,24,29,32,31,23,29,37,44,43,24,32,44,59,55,24,31,43,55,54,18,21,24,26,26,21,26,32,36,35,24,32,44,59,55,26,36,59,255,100,26,35,55,100,100,18,21,24,26,25,21,26,31,35,35,24,31,43,55,54,26,35,55,100,100,25,35,54,100,117
usf0008_RCC_L2_CL_B.jpg,4,43,28,23,20,18,28,26,24,22,20,23,24,24,23,21,20,22,23,23,21,18,20,21,21,20,28,26,24,22,20,26,27,27,25,23,24,27,30,29,26,22,25,29,30,27,20,23,26,27,26,23,24,24,23,21,24,27,30,29,26,24,30,149,39,32,23,29,39,44,37,21,26,32,37,35,20,22,23,23,21,22,25,29,30,27,23,29,39,44,37,23,30,44,124,54,21,27,37,54,58,18,20,21,21,20,20,23,26,27,26,21,26,32,37,35,21,27,37,54,58,20,26,35,58,255
usf0014_RCC_L1_MS_M.jpg,5,30,27,26,26,26,27,28,29,30,30,26,29,31,33,33,26,30,33,35,35,26,30,33,35,36,27,28,29,30,30,28,31,33,35,35,29,33,38,41,42,30,35,41,47,47,30,35,42,47,48,26,29,31,33,33,29,33,38,41,42,31,38,46,54,55,33,41,54,68,71,33,42,55,71,75,26,30,33,35,35,30,35,41,47,47,33,41,54,68,71,35,47,68,113,128,35,47,71,128,156,26,30,33,35,36,30,35,42,47,48,33,42,55,71,75,35,47,71,128,156,36,48,75,156,255
usf0015_RCC_L1_MS_M.jpg,5,51,36,31,28,26,36,34,33,31,29,31,33,34,33,31,28,31,33,33,32,26,29,31,32,30,36,34,33,31,29,34,36,38,37,33,33,38,43,43,38,31,37,43,44,41,29,33,38,41,39,31,33,34,33,31,33,38,43,43,38,34,43,116,59,49,33,43,59,68,58,31,38,49,58,55,28,31,33,33,32,31,37,43,44,41,33,43,59,68,58,33,44,68,227,91,32,41,58,91,92,26,29,31,32,30,29,33,38,41,39,31,38,49,58,55,32,41,58,91,92,30,39,55,92,255
usf0015_RMLO_L1_MS_M.jpg,5,46,30,24,22,20,30,27,25,23,22,24,25,24,24,23,22,23,24,25,24,20,22,23,24,24,30,27,25,23,22,27,27,26,26,25,25,26,28,28,28,23,26,28,31,30,22,25,28,30,31,24,25,24,24,23,25,26,28,28,28,24,28,31,35,35,24,28,35,42,43,23,28,35,43,45,22,23,24,25,24,23,26,28,31,30,24,28,35,42,43,25,31,42,83,73,24,30,43,73,87,20,22,23,24,24,22,25,28,30,31,23,28,35,43,45,24,30,43,73,87,24,31,45,87,255
usf0017_LCC_L1_MS_M.jpg,4,8,9,9,9,9,9,10,11,11,11,9,11,12,13,12,9,11,13,13,13,9,11,12,13,12,9,10,11,11,11,10,12,14,14,13,11,14,17,18,16,11,14,18,19,17,11,13,16,17,16,9,11,12,13,12,11,14,17,18,16,12,17,39,27,20,13,18,27,30,24,12,16,20,24,23,9,11,13,13,13,11,14,18,19,17,13,18,27,30,24,13,19,30,73,35,13,17,24,35,41,9,11,12,13,12,11,13,16,17,16,12,16,20,24,23,13,17,24,35,41,12,16,23,41,255
usf0017_LMLO_L1_MS_M.jpg,4,11,12,13,13,13,12,14,15,16,15,13,15,17,17,17,13,16,17,18,18,13,15,17,18,18,12,14,15,16,15,14,16,19,19,18,15,19,23,24,22,16,19,24,25,24,15,18,22,24,23,13,15,17,17,17,15,19,23,24,22,17,23,44,36,28,17,24,36,40,33,17,22,28,33,33,13,16,17,18,18,16,19,24,25,24,17,24,36,40,33,18,25,40,100,46,18,24,33,46,54,13,15,17,18,18,15,18,22,24,23,17,22,28,33,33,18,24,33,46,54,18,23,33,54,255
usf0022_RMLO_L1_MS_M.jpg,5,50,29,21,17,15,29,24,20,17,15,21,20,18,17,16,17,17,17,17,16,15,15,16,16,15,29,24,20,17,15,24,22,20,18,17,20,20,19,19,18,17,18,19,19,19,15,17,18,19,18,21,20,18,17,16,20,20,19,19,18,18,19,21,22,21,17,19,22,25,24,16,18,21,24,25,17,17,17,17,16,17,18,19,19,19,17,19,22,25,24,17,19,25,62,34,16,19,24,34,40,15,15,16,16,15,15,17,18,19,18,16,18,21,24,25,16,19,24,34,40,15,18,25,40,255
usf0022_RMLO_L2_MS_M.jpg,5,21,17,16,16,15,17,17,18,18,17,16,18,19,19,19,16,18,19,20,20,15,17,19,20,19,17,17,18,18,17,17,19,20,21,20,18,20,23,25,24,18,21,25,27,26,17,20,24,26,26,16,18,19,19,19,18,20,23,25,24,19,23,30,35,32,19,25,35,45,39,19,24,32,39,38,16,18,19,20,20,18,21,25,27,26,19,25,35,45,39,20,27,45,165,63,20,26,39,63,62,15,17,19,20,19,17,20,24,26,26,19,24,32,39,38,20,26,39,63,62,19,26,38,62,255
usf0024_LCC_L1_MS_B.jpg,3,5,6,6,6,7,6,6,7,7,8,6,7,8,8,8,6,7,8,9,9,7,8,8,9,9,6,6,7,7,8,6,7,8,9,9,7,8,10,11,11,7,9,11,12,12,8,9,11,12,13,6,7,8,8,8,7,8,10,11,11,8,10,12,14,14,8,11,14,18,19,8,11,14,19,20,6,7,8,9,9,7,9,11,12,12,8,11,14,18,19,9,12,18,32,32,9,12,19,32,42,7,8,8,9,9,8,9,11,12,13,8,11,14,19,20,9,12,19,32,42,9,13,20,42,255
usf0024_LMLO_L1_MS_M.jpg,5,11,8,8,7,7,8,8,8,8,8,8,8,8,9,9,7,8,9,9,9,7,8,9,9,9,8,8,8,8,8,8,9,9,9,9,8,9,10,10,10,8,9,10,11,12,8,9,10,12,12,8,8,8,9,9,8,9,10,10,10,8,10,11,13,13,9,10,13,16,17,9,10,13,17,18,7,8,9,9,9,8,9,10,11,12,9,10,13,16,17,9,11,16,23,28,9,12,17,28,38,7,8,9,9,9,8,9,10,12,12,9,10,13,17,18,9,12,17,28,38,9,12,18,38,255
