usf0001_RCC_L1_MS_M.jpg,5,0.84862,1,0.784271,0.0695031,0.385637,0.460699,0.0364805,0.481137,0.0231845,0.266265,0.275633,0.296113,0.311439,0.00503186,0.343101,0.020362,0.18869,0.19332,0.212867,0.220163,0.00453397,0.241905,0.0114245,0.260198,0.0308464,0.149853,0.152744,0.150521,0.166038,0.19628,0,0,0,0,0,0
usf0004_RCC_L1_MS_M.jpg,5,0.916274,1,0.803649,0.485112,0.561375,0.901674,0.383678,0.773358,0.0614526,0.26135,0.403138,0.449931,0.153003,0.0498705,0.530019,0.116814,0.0965167,0.170647,0.295008,0.2068,0.14666,0.212299,0.133483,0.327288,0.0667833,0.198691,0.178976,0.326783,0.202693,0.236234,0,0,0,0,0,0
usf0006_RMLO_L1_MS_M.jpg,5,0.93325,1,0.749319,0.498,0.394175,0.847502,0.166342,0.709152,0.156403,0.247805,0.380024,0.628473,0.269279,0.103264,0.62045,0.0557529,0.177673,0.20042,0.35103,0.385633,0.0838673,0.242286,0.0834945,0.479057,0.0893105,0.134189,0.165011,0.196994,0.295566,0.226468,0,0,0,0,0,0
usf0007_RMLO_L1_CL_B.jpg,4,0.841046,1,0.801345,0.0493755,0.423632,0.439241,0.0449796,0.465377,0.0226495,0.204268,0.274172,0.29274,0.259716,0.0291434,0.336553,0.00530133,0.156744,0.168061,0.206722,0.211043,0.0233681,0.215051,0.0236722,0.255771,0.0116181,0.150355,0.135335,0.144089,0.159545,0.178007,0,0,0,0,0,0
usf0008_RCC_L2_CL_B.jpg,4,0.802556,0.759062,0.656091,0.908242,0.592534,0.999366,0.544614,0.789899,0.604875,0.496402,0.63656,1,0.446155,0.553693,0.822159,0.259208,0.394741,0.483387,0.581588,0.860449,0.342695,0.410814,0.465552,0.803981,0.0328303,0.290582,0.339864,0.400743,0.508136,0.62251,0,0,0,0,0,0
usf0014_RCC_L1_MS_M.jpg,5,0.84782,1,0.810782,0.11343,0.472362,0.53166,0.15364,0.527909,0.102885,0.110749,0.27258,0.204112,0.183614,0.110221,0.303276,0.0791498,0.178338,0.299711,0.206912,0.246182,0.155953,0.335976,0.0461408,0.272613,0.00341907,0.139002,0.219103,0.168819,0.183035,0.180469,0,0,0,0,0,0
usf0015_RCC_L1_MS_M.jpg,5,0.916723,0.96387,0.840857,0.687499,0.727233,1,0.636441,0.841942,0.233027,0.543106,0.594677,0.776784,0.440145,0.435484,0.765451,0.0803651,0.333633,0.340471,0.483947,0.44298,0.230058,0.242699,0.211775,0.569134,0.136783,0.133339,0.136022,0.10596,0.386285,0.211926,0,0,0,0,0,0
usf0015_RMLO_L1_MS_M.jpg,5,0.945337,1,0.923803,0.711833,0.861463,0.984216,0.803801,0.849726,0.388137,0.734904,0.700274,0.887993,0.654874,0.617784,0.812149,0.0470002,0.567783,0.546256,0.566669,0.650126,0.47659,0.46099,0.419786,0.723331,0.143636,0.383592,0.36939,0.357279,0.480226,0.381673,0,0,0,0,0,0
usf0017_LCC_L1_MS_M.jpg,4,0.903651,1,0.774705,0.348598,0.430189,0.692335,0.220721,0.621303,0.166487,0.293468,0.367556,0.53167,0.3051,0.151202,0.528214,0.0394388,0.19892,0.203003,0.32414,0.385897,0.107801,0.230317,0.0970519,0.431524,0.0215796,0.173966,0.149053,0.131973,0.273543,0.260869,0,0,0,0,0,0
usf0017_LMLO_L1_MS_M.jpg,4,0.921626,1,0.753172,0.442554,0.39996,0.812463,0.196764,0.704901,0.0857631,0.274977,0.398841,0.526772,0.280975,0.177063,0.549802,0.00942041,0.171445,0.254684,0.324491,0.354941,0.0667442,0.274101,0.0810921,0.422772,0.0312106,0.136721,0.171141,0.185675,0.255487,0.245094,0,0,0,0,0,0
usf0022_RMLO_L1_MS_M.jpg,5,0.938257,0.959933,0.906929,0.838775,0.871397,1,0.836329,0.878599,0.619502,0.794261,0.796989,0.989936,0.745864,0.748906,0.852947,0.345989,0.692329,0.697275,0.69886,0.900638,0.634475,0.638423,0.631882,0.826064,0.0804279,0.573129,0.575921,0.579086,0.600032,0.730979,0,0,0,0,0,0
usf0022_RMLO_L2_MS_M.jpg,5,0.866861,1,0.833429,0.271268,0.573905,0.728307,0.348887,0.712991,0.182315,0.194307,0.44742,0.228913,0.0767793,0.17489,0.35308,0.0519846,0.0314499,0.164268,0.235167,0.144739,0.117253,0.197583,0.169042,0.245262,0.11421,0.164883,0.152144,0.308914,0.18722,0.237585,0,0,0,0,0,0
usf0024_LCC_L1_MS_B.jpg,3,0.840539,1,0.79509,0.0511267,0.409968,0.463222,0.0323918,0.495672,0.0432701,0.224029,0.293157,0.239973,0.278448,0.0346647,0.314523,0.00228329,0.17474,0.17579,0.202663,0.180115,0.00696858,0.220946,0.0152082,0.234272,0.0203877,0.128573,0.132149,0.148312,0.155608,0.155745,0,0,0,0,0,0
usf0024_LMLO_L1_MS_M.jpg,5,0.848531,1,0.786313,0.0643424,0.389843,0.444683,0.017137,0.458227,0.0463624,0.25891,0.252102,0.307718,0.307891,0.0195355,0.337098,0.0338131,0.189301,0.207493,0.193442,0.243022,0.00992945,0.25101,0.0274723,0.276511,0.0188112,0.147558,0.158676,0.174411,0.167068,0.198235,0,0,0,0,0,0
usf0024_LMLO_L2_MS_B.jpg,5,0.862451,1,0.767786,0.14341,0.364424,0.558358,0.0801351,0.559804,0.040238,0.282364,0.315518,0.285184,0.311483,0.0340627,0.361671,0.00647156,0.179974,0.219099,0.233567,0.217474,0.0402944,0.271195,0.0354602,0.271831,0.0187701,0.165151,0.172458,0.170456,0.182537,0.19381,0,0,0,0,0,0
usf0024_RMLO_L1_MS_B.jpg,3,0.838131,1,0.788475,0.0169891,0.385889,0.41387,0.0214339,0.450413,0.00912125,0.276629,0.259445,0.268828,0.325178,0.00684191,0.32098,0.00174994,0.200725,0.194464,0.199363,0.189621,0.0116307,0.241342,0.00739543,0.238923,0.0126783,0.148697,0.152149,0.147482,0.153516,0.15064,0,0,0,0,0,0
usf0026_LCC_L1_CL_M.jpg,4,0.854767,1,0.818791,0.143207,0.496119,0.519631,0.234181,0.515242,0.0535191,0.229777,0.313223,0.357323,0.249008,0.110176,0.386309,0.00567616,0.168951,0.170184,0.231628,0.255335,0.0868322,0.207086,0.0519464,0.303594,0.00614156,0.141105,0.139275,0.15167,0.186199,0.191018,0,0,0,0,0,0
usf0027_LMLO_L1_MS_M.jpg,5,0.851026,1,0.787279,0.0840614,0.402577,0.472512,0.11498,0.484799,0.0250737,0.270663,0.275727,0.303109,0.305936,0.0491226,0.343508,0.0163655,0.184412,0.197825,0.202961,0.224068,0.0516631,0.239633,0.0310375,0.26544,0.0171874,0.166781,0.148076,0.166548,0.158744,0.180595,0,0,0,0,0,0
usf0034_RCC_L1_MS_M.jpg,5,0.837089,1,0.790313,0.01111,0.389842,0.403895,0.0376746,0.440607,0.023481,0.274789,0.255172,0.279859,0.32247,0.0476137,0.324318,0.00447867,0.197589,0.199938,0.200284,0.206228,0.00408068,0.242529,0.0437316,0.255559,0.00629286,0.151021,0.151061,0.154739,0.163891,0.149833,0,0,0,0,0,0
