usf0001_RCC_L1_MS_M.jpg,5,0.0000002479,0.0000002621,0.0000002313,0.0000002884,-0.0000121314,-0.0000120763,-0.0000121506,-0.0000120491,0.983889,0.96408,1,0.946488,0.0000021051,0.0000020913,0.0000021134,0.0000020782,0.0000002479,0.0000002622,0.0000002313,0.0000002884,0.0000002479,0.0000002620,0.0000002312,0.0000002883
usf0004_RCC_L1_MS_M.jpg,5,0.0000005034,0.0000034673,0.0000034192,0.0000035023,-0.0000217130,-0.0000215550,-0.0000216829,-0.0000215216,0.994863,0.966316,1,0.954231,0.0000038929,0.0000038403,0.0000038819,0.0000038231,0.0000005050,0.0000422424,0.0000423271,0.0000422722,0.0000005022,0.0000005387,0.0000004804,0.0000005730
usf0006_RMLO_L1_MS_M.jpg,5,0.0000007123,0.0000007880,0.0000006801,0.0000007735,-0.0000244194,-0.0000242681,-0.0000244530,-0.0000242819,0.991175,0.956516,1,0.959021,0.0000044064,0.0000043589,0.0000044223,0.0000043658,0.0000007502,0.0000008645,0.0000007148,0.0000008442,0.0000006980,0.0000007638,0.0000006663,0.0000007499
usf0007_RMLO_L1_CL_B.jpg,4,0.0000003110,0.0000003349,0.0000003049,0.0000003522,-0.0000128859,-0.0000128200,-0.0000128944,-0.0000128037,0.992417,0.969144,1,0.954846,0.0000022084,0.0000021894,0.0000022114,0.0000021808,0.0000003114,0.0000003355,0.0000003053,0.0000003529,0.0000003107,0.0000003344,0.0000003046,0.0000003516
usf0008_RCC_L2_CL_B.jpg,4,0.0000002656,0.0000026540,0.0000026012,0.0000026210,-0.0000179408,-0.0000177785,-0.0000179045,-0.0000178108,1,0.973455,0.994462,0.980517,0.0000033019,0.0000032486,0.0000032891,0.0000032638,0.0000002662,0.0000329888,0.0000330441,0.0000329377,0.0000002651,0.0000003159,0.0000002555,0.0000002856
usf0014_RCC_L1_MS_M.jpg,5,0.0000000860,0.0000004364,0.0000004277,0.0000004369,-0.0000058846,-0.0000058508,-0.0000058803,-0.0000058506,0.996326,0.981043,1,0.97973,0.0000009767,0.0000009666,0.0000009747,0.0000009664,0.0000000860,0.0000037226,0.0000037275,0.0000037232,0.0000000860,0.0000000945,0.0000000844,0.0000000950
usf0015_RCC_L1_MS_M.jpg,5,0.0000003971,0.0000019231,0.0000018497,0.0000018652,-0.0000224536,-0.0000222622,-0.0000224203,-0.0000223250,1,0.962314,0.991584,0.97718,0.0000041091,0.0000040463,0.0000040993,0.0000040763,0.0000003992,0.0000159445,0.0000159453,0.0000159183,0.0000003963,0.0000004725,0.0000003924,0.0000004127
usf0015_RMLO_L1_MS_M.jpg,5,0.0000001936,0.0000018255,0.0000018060,0.0000018286,-0.0000134815,-0.0000133813,-0.0000134525,-0.0000133793,1,0.975021,0.994825,0.972311,0.0000023711,0.0000023373,0.0000023576,0.0000023360,0.0000001936,0.0000225312,0.0000225918,0.0000225405,0.0000001936,0.0000002220,0.0000001962,0.0000002247
usf0017_LCC_L1_MS_M.jpg,4,0.0000006050,0.0000006801,0.0000006008,0.0000006599,-0.0000254474,-0.0000252834,-0.0000254538,-0.0000253033,0.993975,0.962185,1,0.968272,0.0000046317,0.0000045797,0.0000046339,0.0000045896,0.0000006056,0.0000006817,0.0000006017,0.0000006610,0.0000006047,0.0000006788,0.0000006002,0.0000006591
usf0017_LMLO_L1_MS_M.jpg,4,0.0000004070,0.0000004650,0.0000004092,0.0000004543,-0.0000200029,-0.0000198754,-0.0000200023,-0.0000198879,0.997432,0.972042,1,0.977234,0.0000036383,0.0000035988,0.0000036370,0.0000036042,0.0000004138,0.0000004774,0.0000004156,0.0000004669,0.0000004031,0.0000004587,0.0000004057,0.0000004479
